Reg-ID,State,Number,Year,Title,Description,Regulation Type,Current Status,History,StateNet History,Last Action Date,Introduction Date,Comment Period End,Adopted Date,Emergency Adopted Date,Effective Date,Expiration Date,Intent (access),Specific Policies Record Link,Categories (from Specific Policies Record Link),Subcategories (from Specific Policies Record Link),Headers (from Specific Policies Record Link),Specific Policies (from Specific Policies Record Link),Positive/Neutral/Restrictive (from Specific Policies Record Link),Category Intent (from Specific Policies Record Link),Specific Policies (access),Policy Categories (Access),Issuing Agency Link,Agency Type (from Issuing Agency Link),Priority Level (from Issuing Agency Link),Parent Agency (from Issuing Agency Link),State Reg ID,Citation,Contact,StateNet Link,Related Bills,Supersedes,Superseded By,Legal Status,Review Status,Website Blurb,Internal Notes,StateNet Regulations Import,Import Date,Last Updated,Last Updated By,Newly Tracked,Change in Status,Last Status Date Text
IA-REG-12560-2025,IA,12560,2025,Family Planning Program,"Outlines the details of eligibility criteria, funding, provider criteria, and covered services for the Family Planning Program.",Guidance/Bulletin,Comment Period,,"01/08/2025 - Proposed Rule - Comment Deadline: 01/29/2025 - Vol. XLVII, No. 14, Iowa Administrative Bulletin 01/08/2025 pp.7529-7540",2025-01-08,2025-01-08,,,,,,,,,,,,,,"Funding, FundRestriction",Family Planning,Department of Human Services,,,,,IAC 441-87.1 thru .11,"Victoria L. Daniels, Dept of Health and Human Services, Lucas State Office Bldg, 321 East 12th St, Des Moines, IA 50319, 515.829.6021, compliancerules@hhs.iowa.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:IA202512560&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,Comment Period,Needs Review,,,,,,,checked,checked,"01/08/2025 - Proposed Rule - Comment Deadline: 01/29/2025 - Vol. XLVII, No. 14, Iowa Administrative Bulletin 01/08/2025 pp.7529-7540"
IL-REG-20122-2024,IL,20122,2024,Sexual Assault Survivors Emergency Treatment Code,Updates existing requirements for transfer hospitals and add five new subsections that provide for treatment requirements for sexual assault survivors who opt not to be transferred to a treatment hospital for medical forensic services.,Standard Rulemaking,Under Review,,"02/21/2025 - Notice of Expedited Correction - Vol. 49, Issue 8, Illinois Register 02/21/2025 pp.2224-2235",2025-02-21,2024-03-22,,2024-10-11,,2024-09-25,,,,,,,,,,Misc,Family Planning,Department of Public Health,,,,48 IR 4316,"77 IAC 545.25, .65","Tracey Trigillo, Rules Coordinator, Department of Public Health, Lincoln Plaza, 524 S 2nd St, 6th Fl, Springfield, IL 62701, 217-782-1159, dph.rules@illinois.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:IL202420122&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,Under Review,Needs Review,,,,,,,,checked,"02/21/2025 - Notice of Expedited Correction - Vol. 49, Issue 8, Illinois Register 02/21/2025 pp.2224-2235"
IL-REG-20319-2024,IL,20319,2024,Control of Sexually Transmissible Infections Code,"This rulemaking addresses updated clinical guidance on invasive procedure precautions for health care professionals who are living with HIV whose work may result in secondary exposures to others, as well as update clinical recommendations for Expedited Partner Therapy (EPT), and update terminology for individuals living with HIV.",Standard Rulemaking,Adopted,,"04/11/2025 - Rule Adoption - Vol. 49, Issue 15, Illinois Register 04/11/2025 pp.4721-4751",2025-04-11,2024-09-13,,2025-04-11,,2025-03-25,,,,,,,,,,"HIVTesting, Misc",Pregnancy,Department of Public Health,,,,48 IR 13555,"77 IAC 693.10, .15, .30, .40, .45, .50, .60, .100, .150","Tracey Trigillo, Rules Coordinator, Department of Public Health, Lincoln Plaza, 524 S 2nd St, 6th Fl, Springfield, IL 62701, 217-782-1159, dph.rules@illinois.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:IL202420319&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,"04/11/2025 - Rule Adoption - Vol. 49, Issue 15, Illinois Register 04/11/2025 pp.4721-4751"
IL-REG-20572-2025,IL,20572,2025,Hospital Licensing Requirements,This rulemaking ensures that women who present at a hospital emergency department in need of life-saving reproductive health care are furnished with that care in accordance with the procedures required by the federal Emergency Medical Treatment and Active Labor Act.,Standard Rulemaking,Adopted,,"06/06/2025 - Rule Adoption - Vol. 49, Issue 23, Illinois Register 06/06/2025 pp.7975-7993",2025-06-06,2025-03-14,,2025-06-06,,2025-05-21,,,,,,,,,,Misc,Abortion,Department of Public Health,,,,49 IR 2901,77 IAC 250.710,"Tracey Trigillo, Rules Coordinator, Department of Public Health, Lincoln Plaza, 524 South 2nd St, 6th Floor, Springfield, IL 62701, 217-782-1159, dph.rules@illinois.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:IL202520572&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,checked,checked,"06/06/2025 - Rule Adoption - Vol. 49, Issue 23, Illinois Register 06/06/2025 pp.7975-7993"
KY-REG-25244-2023,KY,25244,2023,Pre-Execution Medical Actions,Establishes medical actions to be performed after receipt of the execution order and prior to the execution.,Standard Rulemaking,Adopted,,04/04/2024 - Rule Adoption - Legislative Research Commission 04/04/2024,2024-04-04,2023-05-12,,2024-04-01,,2024-03-05,,,,,,,,,,Incarceration,Pregnancy,Justice and Public Safety Cabinet/Department of Corrections,,,,,501 KAR 16:310,"Nathan Goens, Attorney, Justice and Public Safety Cabinet, 125 Holmes St, Frankfort, KY 40601, 502-564-8216, fax 502-564-6686, Justice.RegsContact@ky.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:KY202325244&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,checked,,04/04/2024 - Rule Adoption - Legislative Research Commission 04/04/2024
KY-REG-25817-2024,KY,25817,2024,Reportable Disease Surveillance,"Establishes notification standards and specifies the diseases requiring immediate, urgent, priority, routine, or general notification, in order to facilitate rapid public health action to control diseases and to permit an accurate assessment of the health status of the commonwealth.",Standard Rulemaking,Adopted,,03/04/2025 - Rule Adoption - Legislative Research Commission 03/04/2025,2025-03-04,2024-09-09,,2025-03-01,,2025-02-05,,,,,,,,,,Misc,Pregnancy,Cabinet for Health and Family Services/Department for Public Health/Division of Epidemiology and Health Planning,,,,,902 KAR 2:020,"Krista Quarles, Policy Analyst, Office of Legislative and Regulatory Affairs, 275 E Main St 5 W-A, Frankfort, KY 40621, 502-564-6746, fax 502-564-7091, CHFSregs@ky.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:KY202425817&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,03/04/2025 - Rule Adoption - Legislative Research Commission 03/04/2025
KY-REG-25861-2024,KY,25861,2024,Lifeline for Moms program implementation,Establishes the implementation procedures for the Kentucky Lifeline for Moms program.,Standard Rulemaking,Adopted,,07/07/2025 - Rule Adoption - Legislative Research Commission 07/07/2025,2025-07-07,2024-10-09,,2025-07-01,,2025-06-03,,,,,,,,,,MMHealth,Pregnancy,Cabinet for Health and Family Services/Department for Public Health/Division of Maternal and Child Health,,,,,902 KAR 4:105,"Krista Quarles, Policy Analyst, Office of Legislative and Regulatory Affairs, 275 E Main St 5 W-A, Frankfort, KY 40621, 502-564-6746, fax 502-564-7091, CHFSregs@ky.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:KY202425861&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,07/07/2025 - Rule Adoption - Legislative Research Commission 07/07/2025
LA-REG-17373-2025,LA,17373,2025,Administration and Treatment of HIV,Implements the procedures and statewide protocol by which a State licensed pharmacist shall follow to dispense and or administer pre exposure and post exposure prophylaxis medications for the prevention of Human Immunodeficiency Virus (HIV) infection.,Standard Rulemaking,Adopted,,"05/20/2025 - Rule Adoption - Vol. 51, No. 5, Louisiana Register 05/20/2025 pp.668-673",2025-05-20,2025-01-20,,2025-05-20,,2025-05-20,,,,,,,,,,Misc,Pregnancy,Department of Health/Office of Public Health,,,,,LAC 48:I.Chapter 136,"Dr. Samuel Burgess, Director, STD, HIV, and Hepatitis Program, Bureau of Infectious Disease, Health, 1450 Poydras St, Ste 2136, New Orleans, LA 70112, samuel.burgess@la.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:LA202517373&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,checked,checked,"05/20/2025 - Rule Adoption - Vol. 51, No. 5, Louisiana Register 05/20/2025 pp.668-673"
MA-REG-12117-2024,MA,12117,2024,Homeless Medical Respite Services and Billing,"Sets forth the requirements for homeless medical respite services, including establishing homeless medical respite as a new MassHealth provider type; relates to proposed amendments to 130 CMR 450; provides that Regulation 130 CMR 450 sets forth the administrative and billing rules and requirements for all MassHealth providers and lists the covered services for all MassHealth coverage types; provides that the amendments to 130 CMR 450 add new services to the list of covered services for each coverage type; provides that homeless medical respite services and doula services are added as covered services under the applicable coverage types.",Standard Rulemaking,Adopted,,"01/03/2025 - Rule Adoption - Issue 1538, Massachusetts Register 01/03/2025",2025-01-03,2024-09-27,,2025-01-03,,2025-01-03,,,,,,,,,,"InsMisc, Doula","Insurance, Pregnancy",Executive Office of Health and Human Services/Division of Medical Assistance,,,,,"130 CMR 450, 458","EOHHS, c/o D. Briggs, 100 Hancock Street, 6th Floor, Quincy, MA 02171, ehs-regulations@mass.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:MA202412117&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,"01/03/2025 - Rule Adoption - Issue 1538, Massachusetts Register 01/03/2025"
MA-REG-12133-2024,MA,12133,2024,Substance Use Disorder Treatment Services,Updates the language and requirements for substance abuse treatment services for enrolled MassHealth providers.,Standard Rulemaking,Adopted,,"03/28/2025 - Rule Adoption - Issue 1544, Massachusetts Register 03/28/2025",2025-03-28,2024-10-25,,2025-03-28,,2025-03-28,,,,,,,,,,SubstanceUse,Pregnancy,Executive Office of Health and Human Services/Division of Medical Assistance,,,,,130 CMR 418,"EOHHS, c/o D. Briggs, 100 Hancock Street, 6th Floor, Quincy, MA 02171, masshealthpublicnotice@mass.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:MA202412133&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,"03/28/2025 - Rule Adoption - Issue 1544, Massachusetts Register 03/28/2025"
MA-REG-12147-2024,MA,12147,2024,Doula Services,"This regulation intends to allow non-doula group practices to bill for doula services, allow doulas to join such group practices, clarifies that group doula visits are a non-covered service, and establishes that doula services are covered for eligible adoptive parents until the adopted infant reaches one year of age.",Emergency Rule,Adopted,,"01/31/2025 - Notice of Correction to Adopted Rule - Issue 1540, Massachusetts Register 01/31/2025",2025-01-31,2024-11-22,,2025-01-03,2024-11-22,2024-11-08,2025-05-21,,,,,,,,,Doula,Pregnancy,Executive Office of Health and Human Services/Office of Medicaid,,,,,130 CMR 463.00,"EOHHS, c/o D. Briggs, 100 Hancock Street, 6th Floor, Quincy, MA 02171, ehs-regulations@mass.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:MA202412147&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,Expired,Needs Review,,,,,,,,checked,"01/31/2025 - Notice of Correction to Adopted Rule - Issue 1540, Massachusetts Register 01/31/2025"
MD-REG-126110-2024,MD,126110,2024,Pharmacy Services,Includes coverage of legend drugs that are not otherwise covered (including drugs authorized for import by the US Food and Drug Administration) when medically necessary during drug shortages identified by the US Food and Drug Administration; removes limitations of ovulation stimulants in instances of iatrogenic infertility.,Standard Rulemaking,Adopted,,"02/26/2025 - Adopted Rule Notice - Vol. 52, Issue 6, Maryland Register 03/21/2025; 02/26/2025 - Notice of Final Action - Vol. 52, Issue 6, Maryland Register 03/21/2025",2025-02-26,2024-12-13,,2025-02-26,,2025-03-31,,,,,,,,,,Infertility,Insurance,Department of Health/Medical Care Programs,,,,24-200,"COMAR 10.09.03.04, .05","Jordan Fisher Blotter, Director, Office of Regulation and Policy Coordination, Office of Regulation and Policy Coordination, Department of Health, 201 W Preston St, Rm 534, Baltimore, MD 21201, 410-767-0938, mdh.regs@maryland.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:MD2024126110&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,"02/26/2025 - Adopted Rule Notice - Vol. 52, Issue 6, Maryland Register 03/21/2025; 02/26/2025 - Notice of Final Action - Vol. 52, Issue 6, Maryland Register 03/21/2025"
MD-REG-126112-2024,MD,126112,2024,Family Planning and Non-Capitated Covered Services,"Expands Medical Assistance benefits to include coverage of abortions performed in accordance with the Health-General Article, Section 15-103, Annotated Code of Maryland for pregnant women and individuals enrolled in the Family Planning Program.",Standard Rulemaking,Adopted,,"02/28/2025 - Adopted Rule Notice - Vol. 52, Issue 6, Maryland Register 03/21/2025; 02/28/2025 - Notice of Final Action - Vol. 52, Issue 6, Maryland Register 03/21/2025",2025-02-28,2024-12-13,,2025-02-28,,2025-03-31,,,,,,,,,,"AbortionCoverage, FamilyPlanning",Insurance,Department of Health,,,,24-202,"COMAR 10.09.58.05, .06; .67.08.03","Jordan Fisher Blotter, Director, Office of Regulation and Policy Coordination, Office of Regulation and Policy Coordination, Department of Health, 201 W Preston St, Rm 534, Baltimore, MD 21201, 410-767-0938, mdh.regs@maryland.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:MD2024126112&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,"02/28/2025 - Adopted Rule Notice - Vol. 52, Issue 6, Maryland Register 03/21/2025; 02/28/2025 - Notice of Final Action - Vol. 52, Issue 6, Maryland Register 03/21/2025"
ME-REG-12802-2024,ME,12802,2024,Various Rules of the Board,"Establishes rules relating to administering vaccines; relates to the sale of non prescription drugs through vending machines; relates to standards for authorizing pharmacists in prescribing, dispensing and administering HIV prevention drugs and requirements to increase access to birth control.",Standard Rulemaking,Adopted,,01/01/2025 - Adopted Partial Rule Filing - Weekly Newspaper Notices 01/01/2025; 01/01/2025 - Adopted Partial Rule Filing - Weekly Newspaper Notices 01/01/2025; 01/01/2025 - Adopted Partial Rule Filing - Weekly Newspaper Notices 01/01/2025,2025-01-01,2024-07-10,,,,2025-01-01,,,,,,,,,,Misc,Family Planning,Department of Professional and Financial Regulation/Office of Professional and Occupational Regulation/Board of Pharmacy,,,,,"02-392-7, -41, -43, -44","Jeri Betts, Regulatory Board Manager, 35 State House Station, Augusta, ME 04333-0035, 207-624-8625, Geraldine.L.Betts@Maine.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:ME202412802&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,01/01/2025 - Adopted Partial Rule Filing - Weekly Newspaper Notices 01/01/2025; 01/01/2025 - Adopted Partial Rule Filing - Weekly Newspaper Notices 01/01/2025; 01/01/2025 - Adopted Partial Rule Filing - Weekly Newspaper Notices 01/01/2025
ME-REG-12914-2024,ME,12914,2024,HIV Prevention Drugs,"Establishes standards authorizing pharmacists to prescribe, dispense and administer HIV prevention drugs, sets adequate training requirements and protocols for when there is no prescription drug order, standing order or collaborative practice agreement.",Standard Rulemaking,Adopted,,05/08/2025 - Adopted Rule - Board of Pharmacy 05/08/2025,2025-05-08,2024-12-11,,2025-05-07,,2025-05-06,,,,,,,,,,PharmacyOCPrEP,Family Planning,Department of Professional and Financial Regulation/Office of Professional and Occupational Regulation/Board of Pharmacy,,,,,02-392-43,"Jeri Betts, Regulatory Board Manager, 35 State House Station, Augusta, ME 04333-0035, 207-624-8625, Geraldine.L.Betts@Maine.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:ME202412914&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,checked,checked,05/08/2025 - Adopted Rule - Board of Pharmacy 05/08/2025
MI-REG-4610-2024,MI,4610,2024,General Rules for Osteopathic Medicine and Surgery,"Amends rule to provide revisions to follow current drafting standards; removal of the prohibition on delegation of a drug or device individually, in combination, or in succession, for a woman known to be pregnant with the intention of causing either a miscarriage or fetal death; updates to accreditation standards; edits to decrease the number of allowed attempts to pass any level of the COMLEX-USA from six attempts to four attempts; removal of the requirement that an applicant shall successfully pass all steps of the COMLEX-USA within seven years after the date the applicant first passed a step of the COMLEX-USA; and clarification of the period in which a licensee must request a waiver of continuing education.",Standard Rulemaking,Adopted,,05/08/2025 - Rule Adoption - Department of Licensing and Regulatory Affairs/Office of Regulatory Reinvention 05/08/2025,2025-05-08,2024-06-01,,2025-05-08,,2025-05-08,,,,,,,,,,MedicationAbortion,Abortion,Department of Licensing and Regulatory Affairs/Director's Office,,,,2023-36,R. 338.111 through R. 338.143,"Departmental Specialist, P.O. Box 30670, Lansing, MI 48909-8170, BPL-BoardSupport@michigan.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:MI20244610&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,05/08/2025 - Rule Adoption - Department of Licensing and Regulatory Affairs/Office of Regulatory Reinvention 05/08/2025
MO-REG-28436-2024,MO,28436,2024,Doula Services,This rule establishes the Department of Social Services' MO HealthNet Division guidelines regarding coverage and reimbursement for community doula services. The goal of these services is to provide a stable source of psychosocial support and education throughout the perinatal period and during the birth utilizing specially trained lay providers to enhance relevant knowledge and encourage healthy behaviors that can lead to improved pregnancy-related outcomes.,Emergency Rule,Adopted,,"03/03/2025 - Adopted Rule Notice - Vol. 50, No. 5, Missouri Register 03/03/2025 p.386; 03/03/2025 - Rule Adoption - Code of State Regulations 03/31/2025",2025-03-03,2024-08-07,,2025-03-03,2024-09-16,,2025-03-15,,,,,,,,,Doula,Pregnancy,Department of Social Services/MO HealthNet Division,,,,49 MOREG 1513,13 CSR 70-25.160,"Department of Social Services, Legal Services Division-Rulemaking, PO Box 1527, Jefferson City, MO 65102-1527, Rules.Comment@dss.mo.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:MO202428436&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,Expired,Needs Review,,,,,,,,checked,"03/03/2025 - Adopted Rule Notice - Vol. 50, No. 5, Missouri Register 03/03/2025 p.386; 03/03/2025 - Rule Adoption - Code of State Regulations 03/31/2025"
MO-REG-28608-2025,MO,28608,2025,Complication Plans for Certain Drug-Induced Abortions,"This rule establishes the standards governing complication plans required by section 188.021, RSMo. This rule also explains the process for submitting such complication plans to the Department of Health and Senior Services for approval.",Emergency Rule,Adopted,,"03/13/2025 - No published proposal - Office of the Secretary of State 04/01/2025; 03/13/2025 - Emergency Rule Adoption - Office of the Secretary of State 04/01/2025; 03/13/2025 - Proposed Rule - Comment Deadline: 05/15/2025 - Vol. 50, No. 8, Missouri Register 04/15/2025 pp.538-542",2025-03-13,2025-03-13,,,2025-03-13,2025-03-27,2025-09-09,,,,,,,,,MedicationAbortion,Abortion,Department of Health and Senior Services/Division of Regulation and Licensure,,,,50 MOREG 538,19 CSR 30-30.062,"Missouri Department of Health and Senior Services, PO Box 570, Jefferson City, MO 65102",http://custom.statenet.com/public/resources.cgi?id=ID:reg:MO202528608&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,checked,checked,"03/13/2025 - No published proposal - Office of the Secretary of State 04/01/2025; 03/13/2025 - Emergency Rule Adoption - Office of the Secretary of State 04/01/2025; 03/13/2025 - Proposed Rule - Comment Deadline: 05/15/2025 - Vol. 50, No. 8, Missouri Register 04/15/2025 pp.538-542"
NJ-REG-23636-2024,NJ,23636,2024,Credit-Hour Requirements and Bias Training,"Amends rules to implement P.L. 2021, c. 79, which requires that the number of continuing education credits required of a licensed physician assistant who provides perinatal treatment and care to pregnant persons, as a condition of biennial renewal, include one credit of educational programs or topics concerning explicit and implicit bias.",Standard Rulemaking,Adopted,,"04/10/2025 - Rule Adoption - Vol. 57, No. 9, New Jersey Register 05/05/2025 pp.923-924",2025-04-10,2024-06-17,,2025-04-10,,2025-05-05,,,,,,,,,,Misc,Pregnancy,Department of Law and Public Safety/Division of Consumer Affairs/Board of Medical Examiners/Physician Assistant Advisory Committee,,,,56 NJR 1067,NJAC 13:35-2B.8,"Antonia Winstead, Executive Director, State Board of Medical Examiners, PO Box 183, Trenton, NJ 08625-0183",http://custom.statenet.com/public/resources.cgi?id=ID:reg:NJ202423636&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,"04/10/2025 - Rule Adoption - Vol. 57, No. 9, New Jersey Register 05/05/2025 pp.923-924"
NJ-REG-23660-2024,NJ,23660,2024,Midwifery Bias Continuing Education,"Establishes rules to enact P.L. 2021, c. 79, which requires midwives who were licensed prior to November 1, 2021, to complete one credit of continuing education concerning explicit and implicit bias.",Standard Rulemaking,Adopted,,"04/23/2025 - Rule Adoption - Vol. 57, No. 10, New Jersey Register 05/19/2025 p.1027",2025-04-23,2024-07-15,,2025-04-23,,2025-05-19,,,,,,,,,,Midwives,Pregnancy,Department of Law and Public Safety/Division of Consumer Affairs/Board of Medical Examiners,,,,56 NJR 1228,NJAC 13:35-2A.7A,"Antonia Winstead, Executive Director, Board of Medical Examiners, 140 East Front Street, 2nd Floor, PO Box 183, Trenton, NJ 08625",http://custom.statenet.com/public/resources.cgi?id=ID:reg:NJ202423660&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,"04/23/2025 - Rule Adoption - Vol. 57, No. 10, New Jersey Register 05/19/2025 p.1027"
NJ-REG-23661-2024,NJ,23661,2024,Explicit and Implicit Bias Continuing Education,"Amends rules to enact P.L. 2021, c. 79, which requires physicians who provide perinatal treatment and care to pregnant persons to complete one credit of continuing education concerning explicit and implicit bias.",Standard Rulemaking,Adopted,,"04/10/2025 - Rule Adoption - Vol. 57, No. 9, New Jersey Register 05/05/2025 pp.927-928",2025-04-10,2024-07-15,,2025-04-10,,2025-05-05,,,,,,,,,,"Misc, MaternalMortality",Pregnancy,Department of Law and Public Safety/Division of Consumer Affairs/Board of Medical Examiners,,,,56 NJR 1230,NJAC 13:35-6.15,"Antonia Winstead, Executive Director, Board of Medical Examiners, 140 East Front Street, 2nd Floor, PO Box 183, Trenton, NJ 08625",http://custom.statenet.com/public/resources.cgi?id=ID:reg:NJ202423661&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,"04/10/2025 - Rule Adoption - Vol. 57, No. 9, New Jersey Register 05/05/2025 pp.927-928"
NJ-REG-23662-2024,NJ,23662,2024,Explicit and Implicit Bias Continuing Education,"Amends rules to enact P.L. 2021, c. 79, which requires nurses who provide perinatal treatment and care to pregnant persons to complete one credit of continuing education concerning explicit and implicit bias.",Standard Rulemaking,Adopted,,"06/09/2025 - Rule Adoption - Vol. 57, No. 13, New Jersey Register 07/07/2025 p.1419",2025-06-09,2024-07-15,,2025-06-09,,2025-07-07,,,,,,,,,,"Misc, MaternalMortality",Pregnancy,Department of Law and Public Safety/Division of Consumer Affairs/Board of Nursing,,,,56 NJR 1231,NJAC 13:37-5.3,"Mary Fortier, Executive Director, State Board of Nursing, Post Office Box 45010, Newark, New Jersey 07101",http://custom.statenet.com/public/resources.cgi?id=ID:reg:NJ202423662&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,"06/09/2025 - Rule Adoption - Vol. 57, No. 13, New Jersey Register 07/07/2025 p.1419"
NJ-REG-23706-2024,NJ,23706,2024,AIDS Drug Distribution and HIV Screening,"Amends rules to delete descriptive text that is redundant of defined terms and add instead the defined terms, to add or update contact information, to improve grammar and readability, and to reorganize sections to enhance their consistency with the authorizing statutes.",Standard Rulemaking,Adopted,,"12/11/2024 - Readopted Rule with Amendments - Vol. 57, No. 1, New Jersey Register 01/06/2025 pp.29-52",2024-12-11,2024-08-19,,2024-12-11,,2025-01-06,,,,,,,,,,"HIV, Misc","Insurance, Pregnancy","Department of Health/Public Health Services Branch/Division of HIV, STD, and TB Services",,,,56 NJR 1654,"NJAC 8:61; 8:61-2, 3.2, 4.4, 4.5, 4.7, 4.8, 5; 8:61-3.1, 3.5, 4.1, 4.2, 4.3; 8:61-1.1, 1.3, 3.6, 8:61 Appendices A, B, C","Kimberly E. Jenkins, Director, Office of Legal and Regulatory Compliance, Office of the Commissioner, New Jersey Department of Health, PO Box 360, Trenton, NJ 08625-0360",http://custom.statenet.com/public/resources.cgi?id=ID:reg:NJ202423706&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,,checked,"12/11/2024 - Readopted Rule with Amendments - Vol. 57, No. 1, New Jersey Register 01/06/2025 pp.29-52"
NJ-REG-23852-2025,NJ,23852,2025,County Correctional Facilities,Readopts rules with amendments to ensure that the use of force is used only in a manner compliant with the Attorney General's Use of Force Policy.,Standard Rulemaking,Adopted,,"05/06/2025 - Readopted Rule with Amendments - Vol. 57, No. 11, New Jersey Register 06/02/2025 pp.1141-1145",2025-05-06,2025-01-21,,2025-05-06,,2025-06-02,,,,,,,,,,Incarceration,Pregnancy,Department of Corrections/Office of the Commissioner,,,,57 NJR 164,NJAC 10A:31,"Kathleen Cullen, Administrative Rules Unit, New Jersey Department of Corrections, PO Box 863, Trenton, New Jersey 08625-0863, ARU@doc.nj.gov",http://custom.statenet.com/public/resources.cgi?id=ID:reg:NJ202523852&cuiq=4aa65820-f27e-5f2a-8693-0b980d13c610&client_md=1d5569b6-2229-5514-a54d-7f5dde5c9a90,,,,In Effect,Needs Review,,,,,,,checked,checked,"05/06/2025 - Readopted Rule with Amendments - Vol. 57, No. 11, New Jersey Register 06/02/2025 pp.1141-1145"
